Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Guatemala,<500 ,<200 , <1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1800,,1500 ,<1000 , 2700,,2100 ,1100 , 3800,,3000 ,1600 , 5200,,4200 ,2300 , 7300,,5900 ,3200 , 9800,,8100 ,4400 , 13 000,,11 000 ,6100 , 17 000,,13 000 ,7800 , 21 000,,16 000 ,9700 , 24 000,,19 000 ,12 000 , 28 000,,23 000 ,14 000 , 31 000,,26 000 ,16 000 , 35 000,,28 000 ,18 000 , 38 000,,31 000 ,20 000 , 41 000,,33 000 ,21 000 , 44 000,,34 000 ,23 000 , 47 000,,36 000 ,24 000 , 50 000,,38 000 ,25 000 , 53 000,,39 000 ,26 000 , 56 000,,41 000 ,28 000 , 59 000,,43 000 ,29 000 , 61 000,,44 000 ,30 000 , 62 000,,45 000 ,31 000 , 65 000,,46 000 ,31 000 , 65 000,
Guinea,29 000 ,12 000 , 63 000,,38 000 ,16 000 , 76 000,,47 000 ,22 000 , 89 000,,57 000 ,29 000 , 100 000,,66 000 ,36 000 , 110 000,,74 000 ,43 000 , 120 000,,81 000 ,50 000 , 120 000,,85 000 ,58 000 , 120 000,,88 000 ,63 000 , 120 000,,90 000 ,68 000 , 120 000,,92 000 ,73 000 , 120 000,,93 000 ,77 000 , 110 000,,95 000 ,79 000 , 110 000,,96 000 ,81 000 , 110 000,,98 000 ,82 000 , 110 000,,99 000 ,84 000 , 110 000,,100 000 ,85 000 , 120 000,,100 000 ,88 000 , 120 000,,110 000 ,89 000 , 120 000,,110 000 ,91 000 , 120 000,,110 000 ,94 000 , 130 000,,110 000 ,96 000 , 130 000,,120 000 ,98 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 150 000,
Guinea-Bissau,1000 ,<1000 , 1700,,1400 ,<1000 , 2400,,2000 ,1200 , 3200,,2800 ,1700 , 4400,,3800 ,2500 , 6000,,5300 ,3500 , 8100,,7100 ,4800 , 11 000,,9400 ,6400 , 14 000,,12 000 ,8400 , 17 000,,15 000 ,11 000 , 21 000,,19 000 ,14 000 , 25 000,,23 000 ,17 000 , 29 000,,27 000 ,21 000 , 33 000,,31 000 ,24 000 , 37 000,,34 000 ,28 000 , 40 000,,37 000 ,30 000 , 43 000,,39 000 ,33 000 , 46 000,,41 000 ,34 000 , 47 000,,42 000 ,35 000 , 48 000,,42 000 ,35 000 , 49 000,,42 000 ,35 000 , 49 000,,41 000 ,35 000 , 48 000,,41 000 ,34 000 , 48 000,,40 000 ,32 000 , 47 000,,39 000 ,31 000 , 46 000,,38 000 ,30 000 , 46 000,,36 000 ,29 000 , 45 000,
Guyana,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1500,,1400 ,1100 , 1900,,1800 ,1500 , 2300,,2300 ,1800 , 2900,,2800 ,2300 , 3500,,3300 ,2700 , 4000,,3700 ,3100 , 4500,,4100 ,3500 , 4800,,4500 ,3900 , 5200,,4800 ,4300 , 5500,,5200 ,4600 , 5800,,5500 ,5000 , 6100,,5800 ,5300 , 6400,,6100 ,5600 , 6700,,6300 ,5900 , 7000,,6600 ,6200 , 7200,,6900 ,6400 , 7500,,7100 ,6700 , 7800,,7400 ,7000 , 8200,,7800 ,7300 , 8600,,8100 ,7600 , 9000,,8500 ,7900 , 9500,
Haiti,140 000 ,110 000 , 160 000,,150 000 ,120 000 , 180 000,,160 000 ,130 000 , 180 000,,160 000 ,140 000 , 190 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,150 000 ,140 000 , 170 000,,150 000 ,140 000 , 170 000,,150 000 ,130 000 , 160 000,,140 000 ,130 000 , 160 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,120 000 , 150 000,,130 000 ,120 000 , 150 000,,130 000 ,120 000 , 140 000,,130 000 ,120 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 160 000,,150 000 ,130 000 , 160 000,,150 000 ,140 000 , 160 000,,150 000 ,140 000 , 160 000,,150 000 ,140 000 , 170 000,,150 000 ,140 000 , 170 000,
Honduras,17 000 ,10 000 , 28 000,,21 000 ,13 000 , 32 000,,24 000 ,16 000 , 36 000,,28 000 ,19 000 , 39 000,,31 000 ,23 000 , 42 000,,34 000 ,25 000 , 44 000,,36 000 ,28 000 , 45 000,,37 000 ,29 000 , 45 000,,37 000 ,30 000 , 45 000,,37 000 ,31 000 , 44 000,,36 000 ,30 000 , 42 000,,34 000 ,29 000 , 40 000,,33 000 ,27 000 , 38 000,,31 000 ,26 000 , 36 000,,30 000 ,24 000 , 35 000,,28 000 ,23 000 , 34 000,,27 000 ,22 000 , 33 000,,26 000 ,21 000 , 31 000,,25 000 ,20 000 , 30 000,,24 000 ,19 000 , 29 000,,24 000 ,19 000 , 29 000,,23 000 ,19 000 , 28 000,,23 000 ,18 000 , 28 000,,22 000 ,18 000 , 27 000,,22 000 ,18 000 , 27 000,,22 000 ,17 000 , 27 000,,21 000 ,17 000 , 27 000,
Hungary,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Iceland,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
India,160 000 ,60 000 , 320 000,,250 000 ,130 000 , 490 000,,380 000 ,210 000 , 760 000,,540 000 ,300 000 , 1 100 000,,740 000 ,410 000 , 1 500 000,,960 000 ,540 000 , 1 800 000,,1 200 000 ,730 000 , 2 000 000,,1 400 000 ,980 000 , 2 100 000,,1 700 000 ,1 200 000 , 2 300 000,,1 900 000 ,1 400 000 , 2 500 000,,2 000 000 ,1 600 000 , 2 600 000,,2 100 000 ,1 700 000 , 2 700 000,,2 200 000 ,1 800 000 , 2 800 000,,2 300 000 ,1 800 000 , 2 800 000,,2 300 000 ,1 900 000 , 2 800 000,,2 300 000 ,1 900 000 , 2 800 000,,2 300 000 ,1 800 000 , 2 800 000,,2 200 000 ,1 800 000 , 2 800 000,,2 200 000 ,1 800 000 , 2 700 000,,2 200 000 ,1 800 000 , 2 700 000,,2 200 000 ,1 800 000 , 2 700 000,,2 100 000 ,1 800 000 , 2 600 000,,2 100 000 ,1 800 000 , 2 700 000,,2 100 000 ,1 800 000 , 2 600 000,,2 100 000 ,1 700 000 , 2 600 000,,2 100 000 ,1 700 000 , 2 600 000,,2 100 000 ,1 700 000 , 2 600 000,
Indonesia,<500 ,<500 , <500,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable.",1300 ,1200 , 1400,"Historical incidence trends were not available or not reliable.",2700 ,2500 , 3000,"Historical incidence trends were not available or not reliable.",5400 ,4900 , 5900,"Historical incidence trends were not available or not reliable.",10 000 ,9100 , 11 000,"Historical incidence trends were not available or not reliable.",18 000 ,16 000 , 19 000,"Historical incidence trends were not available or not reliable.",29 000 ,26 000 , 31 000,"Historical incidence trends were not available or not reliable.",42 000 ,38 000 , 47 000,"Historical incidence trends were not available or not reliable.",59 000 ,53 000 , 65 000,"Historical incidence trends were not available or not reliable.",80 000 ,72 000 , 89 000,"Historical incidence trends were not available or not reliable.",110 000 ,97 000 , 120 000,"Historical incidence trends were not available or not reliable.",150 000 ,130 000 , 160 000,"Historical incidence trends were not available or not reliable.",190 000 ,170 000 , 210 000,"Historical incidence trends were not available or not reliable.",240 000 ,220 000 , 270 000,"Historical incidence trends were not available or not reliable.",290 000 ,260 000 , 330 000,"Historical incidence trends were not available or not reliable.",340 000 ,300 000 , 380 000,"Historical incidence trends were not available or not reliable.",390 000 ,350 000 , 440 000,"Historical incidence trends were not available or not reliable.",430 000 ,380 000 , 490 000,"Historical incidence trends were not available or not reliable.",470 000 ,420 000 , 540 000,"Historical incidence trends were not available or not reliable.",510 000 ,450 000 , 580 000,"Historical incidence trends were not available or not reliable.",540 000 ,470 000 , 620 000,"Historical incidence trends were not available or not reliable.",570 000 ,490 000 , 660 000,"Historical incidence trends were not available or not reliable.",590 000 ,510 000 , 680 000,"Historical incidence trends were not available or not reliable.",600 000 ,520 000 , 700 000,"Historical incidence trends were not available or not reliable.",610 000 ,530 000 , 720 000,"Historical incidence trends were not available or not reliable.",620 000 ,530 000 , 730 000,"Historical incidence trends were not available or not reliable."
Iran (Islamic Republic of),2800 ,1700 , 9900,,3200 ,1900 , 10 000,,3600 ,2100 , 11 000,,3900 ,2200 , 11 000,,4400 ,2500 , 12 000,,5100 ,2700 , 15 000,,6500 ,3300 , 21 000,,8800 ,4300 , 27 000,,12 000 ,5500 , 32 000,,15 000 ,7200 , 36 000,,20 000 ,9700 , 43 000,,25 000 ,13 000 , 49 000,,31 000 ,17 000 , 54 000,,37 000 ,22 000 , 58 000,,42 000 ,28 000 , 63 000,,48 000 ,33 000 , 70 000,,53 000 ,37 000 , 75 000,,56 000 ,40 000 , 80 000,,59 000 ,42 000 , 82 000,,61 000 ,44 000 , 84 000,,63 000 ,44 000 , 86 000,,64 000 ,45 000 , 90 000,,65 000 ,44 000 , 96 000,,65 000 ,43 000 , 100 000,,66 000 ,41 000 , 110 000,,66 000 ,39 000 , 110 000,,66 000 ,37 000 , 120 000,
Ireland,1100 ,<1000 , 1200,"Historical incidence trends were not available or not reliable before 2000.",1300 ,1100 , 1400,"Historical incidence trends were not available or not reliable before 2000.",1400 ,1300 , 1600,"Historical incidence trends were not available or not reliable before 2000.",1600 ,1500 , 1800,"Historical incidence trends were not available or not reliable before 2000.",1800 ,1600 , 2000,"Historical incidence trends were not available or not reliable before 2000.",2000 ,1800 , 2200,"Historical incidence trends were not available or not reliable before 2000.",2200 ,2000 , 2500,"Historical incidence trends were not available or not reliable before 2000.",2500 ,2200 , 2700,"Historical incidence trends were not available or not reliable before 2000.",2700 ,2500 , 3000,"Historical incidence trends were not available or not reliable before 2000.",3000 ,2700 , 3200,"Historical incidence trends were not available or not reliable before 2000.",3200 ,2900 , 3500,"Historical incidence trends were not available or not reliable before 2000.",3500 ,3200 , 3800,"Historical incidence trends were not available or not reliable before 2000.",3700 ,3400 , 4000,"Historical incidence trends were not available or not reliable before 2000.",3900 ,3600 , 4300,"Historical incidence trends were not available or not reliable before 2000.",4200 ,3800 , 4500,"Historical incidence trends were not available or not reliable before 2000.",4400 ,4000 , 4800,"Historical incidence trends were not available or not reliable before 2000.",4600 ,4200 , 5000,"Historical incidence trends were not available or not reliable before 2000.",4800 ,4400 , 5200,"Historical incidence trends were not available or not reliable before 2000.",5000 ,4600 , 5500,"Historical incidence trends were not available or not reliable before 2000.",5200 ,4700 , 5600,"Historical incidence trends were not available or not reliable before 2000.",5300 ,4800 , 5700,"Historical incidence trends were not available or not reliable before 2000.",5400 ,5000 , 5900,"Historical incidence trends were not available or not reliable before 2000.",5500 ,5100 , 6000,"Historical incidence trends were not available or not reliable before 2000.",5700 ,5200 , 6200,"Historical incidence trends were not available or not reliable before 2000.",5800 ,5400 , 6300,"Historical incidence trends were not available or not reliable before 2000.",6000 ,5600 , 6500,"Historical incidence trends were not available or not reliable before 2000.",6200 ,5700 , 6700,"Historical incidence trends were not available or not reliable before 2000."
Israel,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
